part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,career_aspiration,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score
No,11,No,36,Teacher,46,30,72,30,32,80,55
Yes,16,No,30,Doctor,93,19,55,81,48,23,50
No,10,Yes,15,Marketing Manager,13,67,47,82,40,39,5
No,11,No,19,Doctor,95,7,45,50,20,33,97
Yes,2,No,10,Psychologist,74,97,7,28,13,43,42
Yes,29,No,31,Psychologist,59,61,92,99,32,99,87
No,11,Yes,20,Teacher,100,52,42,38,51,68,99
No,19,Yes,9,Athlete,87,92,76,48,42,38,0
Yes,30,Yes,28,Nurse,74,67,1,48,85,61,9
Yes,2,Yes,39,Psychologist,85,53,47,43,87,41,75
No,26,No,9,Scientist,60,22,95,99,74,81,78
No,8,No,5,Artist,97,19,90,59,1,83,64
Yes,24,No,8,Psychologist,97,51,41,51,71,34,26
Yes,8,Yes,22,Chef,32,2,83,0,46,57,92
No,1,No,29,Entrepreneur,35,38,37,55,77,3,46
No,12,Yes,24,Psychologist,50,88,98,68,21,86,59
No,16,No,11,Entrepreneur,86,100,25,8,19,43,66
Yes,11,Yes,4,Psychologist,61,0,82,83,68,13,97
No,16,Yes,8,Scientist,8,61,51,71,95,2,61
No,21,Yes,0,Marketing Manager,4,41,41,48,54,70,42
No,30,No,4,Scientist,42,66,79,61,4,50,80
No,2,Yes,2,Athlete,8,90,91,15,100,71,56
No,19,No,40,Chef,45,3,75,13,54,88,87
Yes,2,No,24,Architect,50,11,75,55,29,5,32
No,14,No,0,Artist,48,85,66,35,54,98,76
Yes,0,Yes,2,Nurse,15,97,53,28,1,63,11
Yes,28,Yes,9,Teacher,76,67,95,22,52,69,6
No,20,Yes,16,Engineer,73,2,98,93,14,71,94
Yes,22,No,38,Athlete,10,35,90,17,88,83,2
No,13,No,1,Engineer,22,33,4,18,18,79,40
No,4,No,29,Athlete,40,47,13,83,52,5,16
Yes,24,No,37,Marketing Manager,74,8,8,12,65,38,56
Yes,22,Yes,35,Marketing Manager,62,90,22,81,67,10,87
No,4,No,11,Scientist,23,93,18,100,69,54,9
Yes,30,Yes,4,Artist,84,79,97,1,14,69,26
Yes,8,Yes,25,Architect,24,71,12,52,0,83,75
Yes,30,Yes,8,Scientist,39,15,24,74,87,48,43
Yes,8,Yes,0,Artist,50,67,17,80,52,26,77
Yes,10,Yes,10,Architect,85,29,41,12,88,61,37
No,4,Yes,40,Lawyer,54,79,2,23,22,48,46
Yes,9,Yes,0,Lawyer,62,48,97,23,94,87,25
No,29,No,5,Engineer,40,69,12,28,73,3,90
Yes,21,Yes,5,Athlete,98,1,12,69,66,18,83
Yes,25,Yes,37,Doctor,31,75,97,43,54,42,57
Yes,5,Yes,25,Chef,27,36,87,79,40,85,91
Yes,25,No,37,Teacher,15,20,42,100,69,50,85
No,14,No,17,Engineer,52,46,3,40,99,38,58
Yes,20,Yes,21,Entrepreneur,95,6,18,95,9,93,29
Yes,14,No,1,Doctor,46,88,91,84,1,72,48
No,0,Yes,29,Software Developer,42,12,36,65,34,78,50
Yes,1,Yes,30,Lawyer,30,3,54,63,82,78,30
Yes,25,No,20,Teacher,22,47,57,63,98,59,91
No,13,Yes,23,Athlete,90,100,43,31,2,50,47
No,11,Yes,10,Entrepreneur,30,30,89,23,96,12,100
No,30,Yes,34,Teacher,61,69,96,46,8,5,28
No,24,No,33,Artist,38,12,93,84,68,57,80
No,21,No,13,Nurse,22,29,15,49,97,2,20
Yes,26,No,35,Doctor,82,29,28,98,93,0,5
Yes,4,Yes,30,Teacher,65,44,54,47,96,8,73
Yes,1,Yes,28,Entrepreneur,25,85,89,21,76,73,33
Yes,20,Yes,12,Writer,87,2,25,39,46,97,5
No,4,Yes,12,Writer,64,26,87,39,0,31,45
Yes,15,No,40,Doctor,82,77,55,68,81,18,3
Yes,25,Yes,22,Marketing Manager,42,52,1,75,84,95,16
No,5,No,12,Architect,66,68,71,90,23,45,81
No,12,No,26,Entrepreneur,58,91,75,64,17,46,23
Yes,6,Yes,25,Psychologist,71,93,25,9,16,3,54
Yes,0,No,19,Athlete,44,68,68,66,0,55,20
No,26,Yes,27,Lawyer,29,98,92,31,2,89,42
No,26,No,24,Nurse,50,26,64,53,13,75,53
No,0,No,6,Athlete,86,13,35,33,32,22,40
No,13,Yes,8,Writer,40,100,56,76,6,58,17
Yes,0,No,21,Artist,80,81,6,50,26,49,3
No,25,Yes,38,Writer,89,58,76,35,34,26,10
No,15,No,1,Software Developer,55,93,93,17,66,3,19
No,1,No,36,Nurse,41,96,23,44,30,63,83
No,18,No,4,Marketing Manager,90,20,47,20,63,27,4
No,30,Yes,25,Writer,74,4,23,80,50,5,58
Yes,25,Yes,20,Chef,100,62,0,97,86,45,42
No,29,No,26,Software Developer,97,55,83,50,37,33,69
Yes,5,Yes,22,Nurse,6,87,99,47,29,23,75
No,1,No,20,Chef,37,49,34,65,8,80,39
Yes,12,No,22,Teacher,49,42,89,90,5,73,97
Yes,5,Yes,31,Lawyer,78,93,68,92,8,100,1
Yes,15,No,33,Teacher,6,97,14,43,44,1,61
Yes,27,No,40,Psychologist,35,80,48,48,68,75,44
No,12,No,21,Psychologist,0,10,60,65,72,53,66
No,15,Yes,40,Nurse,22,1,84,64,68,63,0
Yes,12,Yes,15,Chef,69,23,32,94,7,5,50
Yes,10,No,34,Marketing Manager,19,40,50,19,96,89,81
Yes,11,No,25,Lawyer,45,17,20,28,95,14,60
Yes,1,Yes,40,Writer,91,87,53,77,83,86,6
Yes,30,Yes,10,Entrepreneur,0,46,68,51,48,13,61
Yes,12,No,19,Scientist,86,76,15,11,97,43,46
Yes,17,Yes,20,Software Developer,70,20,79,7,54,73,76
No,28,No,21,Entrepreneur,1,37,81,27,87,49,51
No,15,No,9,Writer,3,57,62,70,63,53,94
Yes,4,No,31,Nurse,4,74,58,36,50,99,23
Yes,1,No,12,Writer,8,94,41,3,94,86,70
Yes,11,No,3,Chef,21,77,74,7,23,41,5
No,7,Yes,29,Lawyer,65,96,77,10,47,47,29
Yes,5,Yes,35,Entrepreneur,82,18,5,89,22,5,50
No,14,No,37,Architect,10,6,99,74,18,13,61
Yes,14,No,0,Lawyer,35,51,48,92,43,12,94
No,24,No,38,Chef,48,100,28,78,26,14,49
No,25,No,8,Lawyer,22,32,96,55,82,94,69
Yes,10,No,12,Psychologist,9,27,8,15,55,56,40
No,14,No,24,Software Developer,75,33,14,23,41,72,25
Yes,23,Yes,7,Scientist,96,79,2,5,76,41,91
No,7,Yes,22,Engineer,9,40,92,60,6,31,95
Yes,0,No,24,Software Developer,73,46,83,34,20,16,3
Yes,21,No,18,Athlete,41,34,37,97,40,19,92
Yes,23,Yes,7,Writer,72,74,25,75,22,91,46
Yes,25,Yes,20,Doctor,83,5,19,59,83,58,8
Yes,0,Yes,37,Writer,22,79,21,78,27,38,95
Yes,2,Yes,0,Nurse,45,35,58,3,41,94,1
Yes,10,No,18,Psychologist,47,89,43,80,56,56,92
No,17,Yes,10,Marketing Manager,65,72,47,72,42,89,16
Yes,30,No,37,Athlete,78,2,45,25,42,8,42
Yes,21,Yes,1,Nurse,19,75,19,14,57,51,33
Yes,5,No,36,Doctor,68,64,7,94,67,14,4
Yes,24,Yes,5,Nurse,33,24,55,21,69,33,53
Yes,4,Yes,30,Doctor,73,89,74,3,89,88,64
No,23,No,13,Chef,82,29,95,18,47,99,69
No,22,No,33,Artist,64,84,45,94,41,74,99
Yes,27,No,16,Writer,2,68,86,59,58,76,69
No,9,No,20,Teacher,37,32,60,51,2,13,52
No,12,Yes,17,Engineer,6,92,94,4,20,60,51
No,26,No,40,Engineer,89,6,18,2,78,91,2
No,29,Yes,25,Engineer,75,94,93,69,16,39,28
No,27,No,15,Teacher,94,69,68,96,76,61,81
No,15,No,27,Scientist,62,70,20,50,44,100,2
No,29,Yes,27,Entrepreneur,62,94,23,0,15,92,18
Yes,7,No,22,Marketing Manager,93,4,64,4,62,91,69
No,23,No,0,Nurse,25,54,44,15,86,66,83
Yes,17,Yes,18,Chef,75,93,65,79,23,61,94
No,7,Yes,26,Chef,77,31,88,95,39,53,9
No,13,No,22,Software Developer,27,42,40,53,59,86,64
No,15,No,30,Chef,49,67,52,89,14,96,8
No,16,Yes,16,Architect,59,24,29,48,10,69,3
Yes,6,No,3,Doctor,6,38,97,11,18,83,48
Yes,3,Yes,36,Doctor,78,88,19,17,70,12,88
No,5,No,20,Athlete,93,38,93,0,30,40,45
No,0,No,24,Nurse,47,97,51,37,28,8,65
No,15,No,32,Writer,66,59,71,6,98,26,62
No,28,Yes,27,Marketing Manager,77,88,44,22,96,80,73
Yes,29,No,17,Lawyer,97,25,62,93,15,85,47
Yes,23,Yes,19,Chef,93,88,22,49,8,6,4
Yes,21,Yes,14,Teacher,83,94,4,70,8,91,59
No,5,No,27,Software Developer,16,58,88,97,34,7,19
No,1,No,4,Teacher,12,27,50,86,31,10,66
Yes,2,Yes,38,Doctor,32,88,68,10,18,70,58
No,19,No,26,Chef,94,34,82,20,47,94,96
Yes,17,Yes,36,Psychologist,13,92,83,53,55,76,65
No,4,No,2,Entrepreneur,29,93,25,21,18,58,17
No,29,Yes,16,Scientist,72,32,26,75,17,37,84
Yes,18,No,25,Scientist,52,20,37,34,59,60,28
Yes,2,Yes,26,Scientist,8,71,24,62,45,75,83
No,20,No,11,Doctor,67,19,48,55,39,65,59
No,27,No,32,Writer,64,32,89,3,12,48,100
Yes,4,No,9,Doctor,26,3,50,51,66,43,70
Yes,0,Yes,20,Lawyer,31,4,53,5,51,8,39
No,22,Yes,12,Psychologist,47,74,51,9,53,69,17
Yes,10,No,38,Artist,59,93,21,90,71,50,20
No,30,No,24,Athlete,51,98,80,7,68,35,4
Yes,10,Yes,29,Writer,58,55,17,64,21,18,36
No,30,Yes,2,Nurse,96,26,67,5,4,89,82
Yes,4,No,30,Engineer,33,23,15,30,80,42,53
Yes,13,No,22,Writer,21,30,25,32,77,52,9
No,6,No,7,Architect,72,60,89,85,9,41,24
Yes,5,Yes,17,Lawyer,53,10,87,76,0,71,66
Yes,29,No,17,Marketing Manager,100,85,79,21,64,96,38
Yes,2,No,35,Writer,8,93,17,88,80,94,90
Yes,23,No,29,Psychologist,60,88,42,87,96,77,21
No,14,Yes,19,Nurse,71,88,42,16,33,81,23
Yes,21,Yes,27,Doctor,88,47,80,35,9,97,65
No,19,Yes,8,Writer,8,78,75,47,60,83,1
No,8,No,17,Psychologist,41,87,62,67,86,68,70
Yes,5,Yes,33,Software Developer,22,11,93,67,64,73,71
No,14,No,24,Entrepreneur,100,99,91,93,42,59,68
Yes,21,Yes,20,Architect,89,14,75,95,52,87,55
No,14,No,26,Software Developer,5,89,85,1,48,82,49
Yes,30,No,17,Chef,69,0,52,22,62,8,96
Yes,25,Yes,7,Entrepreneur,25,71,99,41,17,24,19
No,23,Yes,18,Marketing Manager,80,39,64,15,71,54,86
No,12,Yes,29,Chef,62,33,4,83,11,49,86
No,18,Yes,29,Doctor,17,35,80,16,98,22,85
Yes,13,Yes,40,Teacher,58,70,49,53,28,20,88
Yes,8,No,38,Lawyer,55,20,18,11,94,98,26
No,20,Yes,15,Doctor,88,31,55,35,71,43,18
No,23,Yes,15,Athlete,3,71,23,48,48,94,9
Yes,12,No,36,Entrepreneur,65,16,53,4,26,39,39
No,23,No,12,Scientist,70,73,47,36,60,4,66
No,17,Yes,36,Software Developer,94,4,12,80,29,41,90
Yes,25,Yes,11,Architect,67,71,55,21,74,37,100
Yes,23,Yes,11,Writer,53,89,81,41,16,33,3
Yes,29,Yes,40,Marketing Manager,50,17,82,98,75,8,5
Yes,22,No,36,Athlete,10,43,70,51,43,98,52
No,8,Yes,38,Lawyer,77,48,7,38,12,38,18
No,18,No,21,Architect,94,42,91,36,98,11,76
No,25,No,11,Athlete,33,47,56,34,47,90,62
No,1,Yes,7,Lawyer,18,66,9,88,33,77,74
Yes,1,No,26,Nurse,67,92,99,42,37,5,47
Yes,15,No,25,Psychologist,80,73,3,29,1,46,63
Yes,0,Yes,16,Architect,99,28,95,45,33,52,63
Yes,29,Yes,15,Software Developer,12,65,78,10,8,89,93
Yes,26,Yes,35,Software Developer,93,37,15,35,95,93,86
Yes,24,No,20,Teacher,41,74,62,41,19,67,100
No,18,No,20,Marketing Manager,79,19,54,86,52,14,92
Yes,22,No,27,Entrepreneur,57,41,12,17,55,34,27
Yes,17,No,31,Psychologist,76,0,72,22,7,27,62
No,2,Yes,29,Teacher,93,86,85,32,18,57,95
No,24,No,12,Entrepreneur,88,67,64,4,23,42,93
No,6,Yes,33,Artist,48,83,92,36,58,62,76
Yes,7,Yes,10,Artist,1,26,40,93,87,86,39
Yes,1,Yes,3,Artist,74,88,56,3,63,86,24
No,10,No,2,Athlete,18,43,76,49,12,88,84
Yes,28,No,9,Writer,29,29,5,18,34,42,91
No,12,No,5,Software Developer,41,30,2,57,72,33,42
Yes,9,No,33,Software Developer,94,18,29,86,39,99,65
No,3,No,7,Doctor,11,67,96,14,76,1,53
No,5,Yes,31,Athlete,76,32,66,95,37,96,81
Yes,12,No,0,Software Developer,65,26,18,66,62,48,80
No,14,Yes,7,Engineer,79,29,24,13,37,61,98
Yes,27,No,34,Athlete,97,65,54,38,23,10,49
Yes,0,Yes,38,Nurse,82,89,25,73,37,62,73
No,20,No,38,Engineer,14,79,5,49,25,26,21
Yes,17,Yes,12,Entrepreneur,24,88,64,14,96,68,49
Yes,22,No,9,Doctor,56,7,55,87,40,72,10
No,15,Yes,35,Doctor,88,8,54,55,0,95,15
No,16,Yes,32,Artist,17,36,5,1,28,79,69
No,9,Yes,21,Marketing Manager,21,33,22,96,80,41,65
Yes,20,No,21,Marketing Manager,21,60,82,53,28,17,92
No,3,No,28,Writer,7,70,39,58,46,47,65
No,8,No,25,Psychologist,28,100,85,43,1,29,23
Yes,9,Yes,19,Nurse,40,61,88,91,47,56,36
No,19,Yes,19,Nurse,75,24,49,92,67,18,63
Yes,13,No,16,Lawyer,75,21,79,52,93,20,82
Yes,2,Yes,39,Marketing Manager,59,17,87,17,22,99,31
No,7,No,16,Doctor,84,29,39,72,28,51,54
No,24,Yes,12,Architect,62,27,83,51,49,78,55
Yes,15,Yes,0,Teacher,40,67,12,38,24,57,62
Yes,19,Yes,21,Software Developer,38,53,97,82,97,92,33
Yes,15,Yes,31,Writer,37,72,95,69,0,13,73
Yes,4,Yes,31,Chef,4,85,2,24,82,34,80
No,27,No,14,Entrepreneur,46,20,82,3,89,40,69
Yes,18,Yes,26,Software Developer,76,88,2,84,49,83,78
Yes,20,Yes,2,Doctor,49,93,12,48,28,41,33
Yes,12,Yes,6,Entrepreneur,100,84,26,54,79,25,24
Yes,6,Yes,38,Architect,89,38,83,8,3,39,76
No,12,No,14,Athlete,93,55,37,98,13,80,90
Yes,24,Yes,13,Entrepreneur,75,50,48,27,26,93,1
No,21,Yes,16,Chef,80,43,37,36,78,61,8
No,18,Yes,15,Chef,51,19,90,10,54,42,28
No,16,Yes,16,Nurse,42,25,85,79,98,10,41
No,5,Yes,12,Architect,84,51,0,35,78,30,60
Yes,21,Yes,33,Engineer,64,10,77,11,57,23,14
No,16,No,5,Nurse,13,33,69,92,63,35,13
No,17,No,12,Scientist,62,20,81,34,97,58,53
Yes,8,Yes,26,Entrepreneur,87,26,20,52,17,75,55
Yes,0,Yes,22,Nurse,58,87,56,42,43,60,29
No,11,Yes,11,Architect,30,16,52,48,83,87,35
Yes,13,Yes,36,Chef,95,53,25,13,66,15,40
Yes,10,No,29,Chef,22,68,21,16,13,12,33
Yes,14,Yes,21,Teacher,79,63,52,15,58,9,63
Yes,2,No,28,Artist,22,95,81,10,78,26,62
Yes,15,Yes,33,Architect,99,8,41,19,82,83,40
Yes,26,Yes,13,Software Developer,59,20,62,91,27,89,26
No,16,No,14,Doctor,64,12,47,6,23,92,51
No,1,Yes,8,Chef,25,91,40,7,99,80,21
No,30,Yes,7,Athlete,35,39,59,52,50,55,38
No,16,Yes,6,Marketing Manager,43,49,1,59,42,56,21
No,28,No,27,Nurse,25,66,24,63,89,40,24
No,30,Yes,34,Entrepreneur,87,16,2,84,62,40,92
Yes,7,No,9,Lawyer,17,52,56,45,22,13,41
Yes,7,Yes,14,Athlete,75,78,13,35,90,6,88
No,29,No,27,Entrepreneur,49,65,74,18,72,32,17
Yes,7,No,23,Artist,49,96,80,90,66,70,78
No,13,No,2,Teacher,9,64,7,72,91,83,50
Yes,27,Yes,20,Doctor,80,100,69,8,8,51,38
No,2,Yes,2,Architect,84,31,16,38,62,96,21
No,8,No,23,Architect,87,98,52,46,41,25,36
No,30,No,22,Scientist,58,31,8,75,46,78,64
Yes,6,No,33,Architect,40,67,37,60,67,21,66
Yes,13,No,7,Engineer,37,83,11,19,15,20,69
Yes,27,Yes,34,Entrepreneur,26,65,21,61,44,37,5
No,17,No,10,Engineer,88,3,97,79,95,56,80
No,23,No,21,Scientist,82,14,66,90,17,15,65
No,3,Yes,4,Architect,35,56,0,61,53,41,70
No,19,No,19,Psychologist,88,63,53,50,31,54,52
Yes,3,Yes,1,Athlete,86,30,32,85,48,64,66
No,24,Yes,8,Nurse,93,84,57,64,44,97,78
No,30,Yes,30,Artist,75,98,56,48,59,10,83
No,24,No,39,Entrepreneur,49,95,63,7,77,87,78
Yes,8,Yes,40,Engineer,95,66,95,56,43,13,83
No,3,Yes,24,Scientist,8,5,62,20,7,57,43
Yes,18,No,3,Entrepreneur,100,78,91,19,43,41,36
Yes,9,Yes,33,Software Developer,79,26,96,65,58,100,35
Yes,7,No,39,Scientist,53,20,32,61,51,1,58
Yes,25,Yes,5,Doctor,97,65,31,56,61,44,79
No,27,No,28,Writer,87,45,69,60,69,87,63
No,3,No,8,Entrepreneur,13,32,39,27,86,74,68
No,18,No,3,Software Developer,58,45,88,8,50,48,81
No,15,No,31,Lawyer,90,52,10,58,96,6,51
No,5,Yes,12,Writer,45,72,13,88,5,76,30
No,28,Yes,22,Teacher,90,85,30,66,90,66,77
Yes,6,Yes,22,Psychologist,55,62,4,35,92,41,80
No,9,Yes,0,Teacher,65,53,72,96,30,59,0
No,16,No,7,Writer,17,46,28,27,10,83,23
Yes,10,No,24,Teacher,87,59,66,39,52,76,72
Yes,9,Yes,22,Nurse,31,8,67,68,36,64,14
Yes,17,No,2,Artist,92,10,65,40,29,24,45
Yes,17,No,30,Engineer,73,54,93,64,4,3,46
Yes,29,No,28,Architect,7,46,97,58,42,57,9
No,20,No,31,Architect,55,82,31,18,16,4,20
Yes,7,No,37,Doctor,89,94,76,11,51,5,49
No,11,Yes,9,Engineer,88,47,64,37,26,75,14
No,3,No,31,Architect,85,20,83,75,88,83,67
No,10,No,38,Chef,66,58,92,42,43,77,52
No,1,No,7,Software Developer,71,53,32,1,38,18,50
Yes,5,No,0,Psychologist,70,17,89,75,10,9,37
Yes,18,No,11,Scientist,48,2,93,39,51,97,61
Yes,3,No,19,Artist,28,41,54,54,17,17,32
No,9,Yes,35,Psychologist,69,7,48,26,63,60,50
Yes,12,No,21,Teacher,100,78,65,95,21,17,89
No,14,Yes,16,Athlete,47,30,76,96,45,38,33
Yes,16,Yes,40,Nurse,14,79,75,34,53,49,14
No,21,No,34,Artist,10,32,9,15,9,42,76
Yes,4,No,10,Scientist,78,61,72,90,30,35,48
No,29,No,14,Lawyer,73,12,57,8,55,77,65
No,7,No,39,Engineer,91,21,8,79,25,16,79
No,0,No,23,Marketing Manager,100,32,100,21,100,29,69
Yes,0,Yes,12,Marketing Manager,27,43,27,10,77,14,26
Yes,20,Yes,35,Engineer,73,85,56,61,35,77,14
Yes,30,No,19,Lawyer,75,73,22,59,30,64,78
No,27,Yes,21,Architect,90,14,24,52,71,89,97
No,25,Yes,26,Engineer,62,53,38,76,22,0,59
Yes,17,Yes,32,Chef,82,11,29,36,17,60,76
Yes,16,No,32,Doctor,81,40,32,17,62,15,0
Yes,2,Yes,31,Psychologist,34,15,37,91,14,61,12
No,26,No,4,Architect,1,90,64,83,78,41,84
Yes,0,Yes,23,Engineer,64,16,51,57,7,58,7
Yes,30,Yes,10,Artist,39,79,77,9,87,60,12
No,13,No,12,Entrepreneur,43,16,22,15,11,39,82
No,27,Yes,31,Psychologist,93,6,70,14,31,76,26
Yes,23,No,5,Architect,49,85,11,86,35,3,98
No,15,No,37,Scientist,62,3,84,29,13,79,50
Yes,26,Yes,25,Teacher,60,80,3,54,75,39,74
No,2,No,26,Scientist,6,71,19,68,93,29,34
Yes,8,No,34,Architect,91,99,25,54,93,91,70
Yes,18,No,22,Chef,39,13,83,44,18,97,50
No,28,Yes,27,Artist,39,65,76,84,67,10,75
Yes,30,Yes,14,Entrepreneur,97,98,14,11,85,14,54
Yes,29,Yes,14,Athlete,40,98,54,30,92,98,95
No,7,No,13,Chef,44,85,64,51,25,92,36
No,18,No,11,Artist,53,96,89,5,97,4,87
No,8,No,5,Teacher,0,55,15,77,9,47,86
Yes,11,No,2,Marketing Manager,64,49,40,98,69,35,72
Yes,25,No,3,Teacher,49,47,100,35,44,54,97
Yes,22,Yes,17,Marketing Manager,94,54,86,28,41,58,24
No,0,No,40,Writer,73,0,84,42,29,85,57
Yes,26,Yes,20,Engineer,8,86,64,57,4,64,7
Yes,25,Yes,29,Artist,11,41,43,99,86,22,16
Yes,14,No,10,Doctor,18,84,17,51,26,10,57
No,30,No,18,Nurse,28,68,55,79,1,70,100
No,10,Yes,4,Chef,43,90,36,48,5,91,26
Yes,15,Yes,19,Marketing Manager,100,23,88,6,41,51,78
No,20,Yes,32,Nurse,9,93,62,8,17,14,60
No,10,Yes,17,Doctor,1,77,12,41,68,10,50
No,11,Yes,30,Artist,36,34,23,18,67,53,25
Yes,20,No,37,Psychologist,21,45,11,42,89,28,26
Yes,21,Yes,20,Writer,51,49,7,15,16,55,73
No,9,No,19,Engineer,87,99,86,63,85,63,62
Yes,21,Yes,19,Writer,36,82,44,87,16,76,63
Yes,28,Yes,27,Architect,72,65,58,9,71,27,18
Yes,13,No,37,Engineer,64,93,69,73,35,26,92
Yes,27,Yes,4,Doctor,19,44,96,52,50,16,68
Yes,4,No,0,Chef,93,44,7,20,32,55,0
No,3,Yes,19,Athlete,76,74,14,43,36,71,69
No,28,Yes,2,Nurse,19,22,51,81,46,72,25
Yes,3,No,3,Architect,88,67,100,56,57,48,38
Yes,19,No,8,Writer,59,95,75,30,62,48,12
No,23,No,18,Software Developer,2,48,97,6,35,61,26
No,23,Yes,10,Artist,22,90,18,13,60,99,37
Yes,23,Yes,15,Nurse,7,30,60,61,97,41,32
Yes,2,No,39,Writer,53,47,10,85,65,22,50
Yes,24,No,27,Doctor,74,9,74,57,56,38,90
Yes,19,No,4,Artist,38,88,76,65,85,78,31
Yes,8,No,12,Artist,39,15,89,57,73,4,62
No,19,No,0,Software Developer,4,40,29,34,41,68,4
No,24,No,33,Chef,48,0,96,13,99,73,63
No,7,Yes,22,Software Developer,86,7,56,7,77,4,52
Yes,7,Yes,38,Marketing Manager,36,88,57,11,72,14,71
Yes,1,No,39,Teacher,78,66,34,92,55,85,43
No,30,Yes,26,Entrepreneur,13,33,40,72,61,65,92
No,22,No,23,Psychologist,5,72,60,38,57,48,47
Yes,14,Yes,20,Nurse,37,66,45,53,81,97,49
No,19,No,2,Writer,16,52,85,33,84,66,78
Yes,17,Yes,30,Psychologist,48,3,41,87,41,88,87
No,5,No,28,Architect,46,32,68,3,96,77,5
Yes,5,Yes,39,Athlete,3,22,21,6,33,54,94
No,12,No,16,Chef,46,6,75,23,21,83,13
Yes,22,No,36,Nurse,39,98,49,32,40,35,19
No,7,No,7,Athlete,60,62,91,59,19,50,9
Yes,28,Yes,30,Marketing Manager,6,77,4,43,12,35,34
Yes,19,No,19,Doctor,10,99,55,76,45,93,59
Yes,16,No,26,Chef,74,45,79,84,18,55,45
No,4,Yes,40,Psychologist,54,27,88,50,12,32,69
No,1,Yes,6,Artist,43,71,44,66,59,33,2
No,12,Yes,36,Scientist,16,19,77,68,41,66,21
Yes,9,Yes,18,Architect,29,83,22,95,49,14,30
No,18,Yes,23,Marketing Manager,29,44,68,23,43,0,100
No,20,No,40,Teacher,29,19,35,9,49,21,9
Yes,0,No,39,Engineer,38,88,96,38,72,22,31
No,21,Yes,9,Lawyer,91,35,39,80,47,69,92
No,30,No,19,Marketing Manager,20,24,63,46,61,45,90
Yes,7,No,13,Doctor,51,63,21,70,51,4,50
No,6,No,8,Writer,85,55,18,97,57,39,83
No,10,No,8,Entrepreneur,11,64,80,40,2,43,70
Yes,19,No,6,Engineer,41,30,53,96,26,69,89
Yes,16,No,15,Scientist,2,10,9,4,11,78,98
No,16,Yes,40,Psychologist,83,81,3,6,66,11,32
Yes,23,Yes,1,Marketing Manager,77,99,41,82,44,11,25
No,29,No,22,Lawyer,14,48,7,26,10,72,27
No,13,Yes,28,Athlete,67,62,5,40,90,83,18
No,8,No,1,Entrepreneur,67,55,7,63,56,34,6
Yes,11,Yes,28,Psychologist,72,71,55,71,39,72,79
Yes,7,No,4,Engineer,85,48,71,15,35,59,64
No,9,No,14,Entrepreneur,31,57,86,83,41,54,100
Yes,25,Yes,35,Athlete,41,97,9,38,88,23,100
Yes,4,No,26,Nurse,65,30,71,61,6,82,50
No,13,No,0,Marketing Manager,0,26,60,32,54,22,55
Yes,29,Yes,9,Writer,97,87,47,70,48,54,19
Yes,27,Yes,21,Engineer,49,7,37,44,21,4,56
Yes,28,No,33,Writer,59,71,27,46,0,59,82
Yes,13,Yes,28,Psychologist,25,3,80,39,67,31,82
No,0,Yes,23,Lawyer,36,94,3,16,8,37,66
Yes,19,Yes,5,Athlete,37,81,23,0,29,58,7
No,9,No,39,Psychologist,74,41,27,45,19,28,67
No,23,Yes,7,Lawyer,88,60,79,62,34,35,43
Yes,4,No,5,Doctor,26,93,22,11,21,81,86
Yes,5,No,35,Nurse,78,90,41,82,51,71,38
Yes,17,Yes,31,Marketing Manager,38,31,35,11,59,83,79
Yes,8,Yes,1,Psychologist,59,100,49,88,81,81,78
Yes,4,Yes,9,Lawyer,3,6,13,16,100,100,57
No,12,No,28,Doctor,77,98,76,100,22,68,83
No,8,Yes,7,Doctor,79,6,87,37,24,48,87
Yes,5,No,30,Software Developer,45,81,1,28,92,38,43
No,10,Yes,14,Doctor,36,60,93,3,87,51,78
Yes,12,No,30,Engineer,30,8,39,87,96,50,82
No,25,Yes,24,Athlete,90,73,66,15,62,40,9
No,0,Yes,21,Entrepreneur,31,75,58,99,62,40,91
Yes,17,Yes,28,Architect,34,59,46,49,32,69,6
Yes,15,No,2,Chef,74,0,68,33,33,16,35
No,8,Yes,11,Entrepreneur,59,71,51,80,47,90,54
Yes,23,Yes,13,Entrepreneur,84,42,27,3,36,33,28
No,21,No,27,Athlete,74,50,43,83,67,26,90
Yes,30,Yes,15,Engineer,5,56,89,90,77,77,90
No,2,Yes,34,Nurse,18,73,75,78,99,21,26
Yes,12,No,15,Lawyer,65,10,50,70,93,73,52
Yes,25,Yes,2,Nurse,49,87,74,7,34,52,19
Yes,13,Yes,10,Artist,84,29,14,26,77,46,49
Yes,5,No,6,Psychologist,49,9,100,27,42,1,48
No,4,No,26,Entrepreneur,80,64,36,82,9,3,21
Yes,17,Yes,10,Athlete,88,39,60,37,35,34,46
No,26,No,22,Athlete,95,96,73,95,8,41,95
Yes,3,No,2,Nurse,36,93,48,89,1,52,29
Yes,14,Yes,8,Chef,34,70,71,34,31,76,2
Yes,24,No,22,Chef,65,1,71,81,7,88,70
Yes,25,Yes,37,Lawyer,37,100,99,3,96,81,60
Yes,4,Yes,35,Writer,88,44,90,8,10,26,60
No,15,Yes,40,Marketing Manager,75,52,0,75,49,27,82
No,14,Yes,13,Lawyer,38,35,19,73,76,22,83
